"name","text"
"Robertus Dony","gunungnya lebih gedhe daripada gunung Mamakau"
"Nickolas Egorov","Красивый прекрасный вулкан"
"tung bui","ở trung tâm thành phố có thể nhìn thấy núi lửa này. Rất đẹp."
"Fizi Fizi","Fg j yvu i i gvjvuvunimininycivu ynononyv y tvrct ycuh uvtbu. Uby. H y hy ubyhhuh hhjj

Fy h hvuvg yvuvggy ubinibhnjbjbjbibknij.ji"
"Azulestrellla Rafael","Uno de los Volcanes mas activos de Indonesia 🇮🇩 ..."
"Adit Raharjo","Capther 5 ayo ndannn ora kapok yen munggah neng gunung merapi 😂😂"
"Сергей (Сергей)","Фото старое!он же начал извергаться"
"Ade Junaidi","Wow... Ciptaan tuhan yang indah sungguh keterlaluan ..."
"Jean-Pierre Larue","Jean-Pierre Larue se promener au volcan Merapi jogyakarta Jawa indinesia SUPER"
"goldy wae","Pemandangannya indaaah banggeeeeett"
"Irfan Dy","Wowww"
"fendy wartanto","Salah satu gunung mistis tapi eksotis dijawa"
"Family Time Channel","الحمدلله"
"Pringgo Santoso","Bagus udara sejuk sekali"
"Muhammad Ashadi","Keeng"
"nuryadin hadiwijaya (Yadin)",
"Budi Wisedewa","indah dan sejuk"
"Rakaa_ hrdnsyh_",
"Ghian Hufaidillah","Summit, Pasar Bubrah"
"Nuria Santiago Gonzalvo","A ver si la próxima vez que voy lo pillo en llamas para calentarme un poquito."
"Kosit Boonroungkaw","ภูเขาไฟแห่งนี้ยังคงActiveอยู่"
"Figure Yunianto (Al-Jawawy)","Masya allah alhamdulillah allahuakbar indah sekaliii"
"โฟกัส นุราช","สนุกมากเลยค่พ"
"R.P.","Mt fumaça, pessima administracao"
"7km Coffee","Merapi tak pernah ingkar janji 🖤"
"Vida Marčiulionytė-Malyginienė\Lithuania","Įspūdinga"
"ABU NIF NUG","Masya Alloh..."
"Dian Islamiyati",
"Radiksa Arvian",
"Muhammad Reza","Camp pasar Bubrah mantap"
"Camila Costa","Fumasante"
"Wisnu Adi Nugraha","MERAPI TAK PERNAH INGKAR JANJI"
"Jacek Maciejski","Marapi to nie zapomniałe widoki"
"Pearlyn Lim",
"Jahouh Meryem","Bien pas mal juste plus d info"
"Pramagista R. Santoso",
"Feby Putri","Pemandaganya indah sekali"
"Aaron Clemens","War nicht nice :D"
"purwanto sumadi","Kpn bs trip kisini???"
"Halimah Mustafa","Subhanallah indahnya"
"Okta Nugroho","Lllllllll"
"Ty Mth",
"Alvin Zulfikar",
"yanna tjan",
"Pradita Ygramadhani",
"wawan w",
"Marc Pinguet","Je l'ai gravi en octobre 1995...😂"
"Balthasar Yuda wiratama",
"Daenk 04","masyallah"
"Zohaib Waheed",
"wahyudin wahyudin",
"Teguh T","Alhamdulillah.."
"Harry Artchitecture",
"Mky Fhd","Joz"
"Triple Semar",
"Coeindhra",
"SENKI GAMING","Sejuk udaranya"
"Kolaborasi Java nonaktif (Official)","Naik kepuncak"
"ilham hartono putro",
"Marina Sampaio","é muito bonito e imprecionante"
"Mas Roy",
"Ravi bawahan",
"Arka Arka","y"
"Akif khilmiyah",
"La Nane",
"yustinus arista k",
"عمر التميمي","بركانه ثأئر هذا اليوم"
"Max Klengan","Fud not guud"
"Francisco Gallego","Impresionante volcán."
"Hendro Dahsyat","MasyaAllah.. Great!!"
"Triyanto",
"Rizal Ichsani",
"Gembul Gendut","Jos"
"Ricko dharmawan Seto aji",
"Andre Alvis Z P","Josss"
"Lucas Linto","fortnitefortnite
fortnite
fortnite
fortnite
fortnite
fortnite
fortnite
fortnite
fortnite
fortnite
fortnite
fortnite
tis fun"
"Revika","Dg perjuangan"
"Nor Khasan","Jos"
"Angga Pranata","Jossss"
"claudia Santos","Grande"
"Cayo Lucas Santos","Bom"
"Pawit Wijianto","Mandali"
"Safar Saputra","fantastik"
"Dchefersom Caytom","No.m pra estudar"
"wahid sutiyana","Kereeen"
"Márcia Medeiros Costa","Mística"
"Jen Jesicca86","👍👍👍"
"Arlete Mat","Espetacular"
"Vale Sarey","Es una buena información"
"besari vlog","Pasar bubrah"
"Peter Koenigs","Warum brechen Vulkane aus"
"Kevin Arya Demelza","POKOE MAKNYUS"
"Lukas Septyan","sugeng sonten Merapi"
"Rivaldi Ridwan (Brojo)","Ngeriiiiiiiiiii"
"Retno Aja","WAAAAWW ISMEZIK"
"Bijoy Sorkar","Piculiar..."
"葉小良","Sering melutus"
"Robbydwi Riski","Yuhu"
"Ilsuk Kim","활화산."
"Buah Apel",
"Cucup Ruhiyat",
"Faried (Hexcon)",
"Adhen wae 96",
"Sri Suwanti",
"Moam Nizwa",
"Punk Purnomo",
"Muhammad Rizki",
"Safitri Eka pratiwi",
"Muhammad Rizky Alfian Noor",
"Mudassir Mehmood",
"Rafael Crishtiano",
"muhammad japarudin",
"Firly Firly",
"Wakhiid Syamsidi",
"Ifa Nurul",
"P ingpo ruko kosong",
"Ubaidillah",
"Lili Ramli",
"Ade Wahyudin",
"Heru Adityo",
"andi kurniawan",
"M. Nur Solichin",
"Phantom VAR",
"arief dharmawan",
"FF Pram",
"park indi",
"Pak Yoyo",
"Syahrul Khoiri",
"Dani Krasakan",
"Wahyu AbaH",
"E Cindikia",
"Vita",
"Rezky Mahesa",
"Irwan Syahputra",
"Kayla Zafirah Shalsabila",
"Varghese Kurian",
"Muhammad Hasbullah",
"Ahdan 6",
"AININ ZUMAROH",
"Rizky aziz Nur fauzan",
"Nayla Failashofa",
"Putri ananda",
"Barot Mahender",
"bhupendra suman",
"Camila Saez",
"Adhy Setiawan",
"Onny Yuniarti",
"Sumux Josss",
"Jeykey's gf",
"Aga Hardianto",
"Adhyet Al Faiz",
"Galang Pratama Susanto",
"Pussy Destroyer",
"Laely Kholida",
"Musliha Musliha",
"Mikhaila FitriJordania",
"Arsend RL",
"Rza_Fhlv",
"Abi tasya",
"Shaun sinnott",
"PARI Vasu",
"Paiman Bakso",
"Yunita Rahmawati",
"widiya cahyakirani",
"Deemas tobat",
"Della Nur Fadhilah",
"Love Magic",
"dani 'cklik",
"PRITAM SINGH",
"Joko Tri",
"Icha Merris",
"Muna Dziefah",
"Tau Wan",
"Guntoer Noah",
"Fasiati Chasanah",
"Hadi Soesanto",
"Arum Puspa Kencana",
"Chris EE",
"Kesya Vianesta",
"jason susanto",
"Dody Pambudi",
"Putra Eko",
"Sumardi Msm",
"Chintami Rahma",
"Candra Sudirno",
"monalisa agustina",
"Sukmawati Sukardi",
"Faizal Andhika",
"Hiren Patel",
"Reynaldi pramudya",
"Douglas Lee-OLoughlin",
"Retno Tri Utami",
"Bonifasius Rafandra",
